state,checking_amt,credit_history,purpose,credit_amount,savings,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,own_telephone,foreign_worker,class
Texas,0.0,'existing paid',radio/tv,2394.0,0.0,1<=X<4,'female div/dep/mar',none,car,none,own,none,yes,bad
Texas,0.0,'existing paid','used car',8133.0,0.0,,'female div/dep/mar',none,'life insurance',,own,,no,bad
Texas,0.0,'critical/other existing credit',radio/tv,730.0,0.0,>=7,'male single',none,'life insurance',none,rent,yes,no,good
Texas,0.0,'critical/other existing credit',other,1164.0,0.0,>=7,'male single',none,'no known property',bank,'for free',yes,yes,good
Texas,0.0,,business,5954.0,0.0,4<=X<7,'female div/dep/mar',none,'real estate',bank,own,none,yes,bad
Texas,-220.84,'existing paid',education,1977.0,0.0,>=7,'male single',none,'no known property',none,,yes,yes,bad
Texas,-6131.59,'critical/other existing credit','used car',1526.0,53.54,>=7,'male single',none,'no known property',none,'for free',none,no,good
Texas,0.0,'existing paid',,,0.0,<1,'male single',none,car,none,,none,yes,bad
Texas,160.21,'delayed previously',radio/tv,4771.0,0.0,4<=X<7,'male single',none,'life insurance',none,own,none,yes,bad
Texas,0.0,'no credits/all paid',,9436.0,0.0,1<=X<4,'male single',none,'life insurance',none,own,none,yes,good
Texas,161.2,'existing paid',furniture/equipment,3832.0,8.69,<1,'male mar/wid',,'life insurance',none,own,,yes,good
Texas,0.0,'existing paid',radio/tv,,0.0,<1,'female div/dep/mar',none,car,,own,yes,no,good
Texas,0.0,'existing paid',radio/tv,1213.0,0.0,,'male single',none,'life insurance',stores,,yes,yes,good
Texas,0.0,'existing paid',business,,0.0,1<=X<4,'female div/dep/mar',none,'life insurance',none,rent,none,no,bad
Texas,-5878.49,'existing paid',other,1755.0,98.16,>=7,'female div/dep/mar',guarantor,'real estate',none,own,,yes,good
Texas,-1789.61,'existing paid',radio/tv,2315.0,32.77,>=7,'male single',,'real estate',none,own,none,no,good
Texas,0.0,'critical/other existing credit',business,1412.0,0.0,1<=X<4,'female div/dep/mar',guarantor,'real estate',none,own,,yes,good
Texas,85.74,'critical/other existing credit',,1295.0,0.0,,'female div/dep/mar',none,,none,own,none,yes,good
Texas,138.23,'existing paid',education,12612.0,438.24,,'male single',none,'no known property',none,'for free',yes,no,good
Texas,0.0,'existing paid','new car',2249.0,0.0,4<=X<7,'male single',none,,none,own,yes,no,good
Texas,-9244.18,'no credits/all paid',repairs,1108.0,5.74,4<=X<7,'male single',none,'real estate',none,own,none,no,good
Texas,0.0,'critical/other existing credit',radio/tv,618.0,0.0,>=7,'male single',none,,none,own,none,no,bad
Texas,-677.41,,'used car',1409.0,1.66,>=7,'male single',none,'real estate',none,own,none,no,good
Utah,0.0,'critical/other existing credit',radio/tv,797.0,0.0,>=7,'female div/dep/mar',none,'life insurance',bank,own,none,yes,good
Utah,0.0,'critical/other existing credit',furniture/equipment,3617.0,0.0,>=7,'male single',,'no known property',none,rent,none,yes,bad
Virginia,45.54,'existing paid','new car',1318.0,5987.51,>=7,'male single',none,'real estate',none,own,yes,no,bad
Virginia,163.33,'no credits/all paid',business,,89.6,<1,'male single',none,'no known property',none,,yes,yes,good
Virginia,0.0,'critical/other existing credit',education,2012.0,0.0,4<=X<7,'female div/dep/mar',none,car,none,own,none,no,good
Virginia,4.36,'existing paid',business,2622.0,167.17,1<=X<4,'male single',none,car,none,own,none,yes,good
Virginia,0.83,'critical/other existing credit',radio/tv,,36.75,>=7,'male single',none,'real estate',none,own,none,no,good
Virginia,62.41,'delayed previously','used car',7057.0,0.0,4<=X<7,'male single',none,'life insurance',bank,rent,yes,yes,good
Virginia,0.0,'existing paid','new car',1469.0,0.0,>=7,'male mar/wid',none,'real estate',none,rent,none,yes,bad
Virginia,194.24,'existing paid',radio/tv,2323.0,0.0,4<=X<7,'male single',none,car,none,rent,none,yes,bad
Virginia,0.0,,radio/tv,932.0,0.0,1<=X<4,'female div/dep/mar',none,,none,,none,yes,good
Virginia,72.61,'critical/other existing credit',furniture/equipment,1919.0,0.0,4<=X<7,'male single',,car,none,,yes,yes,good
Virginia,0.0,'existing paid','used car',2445.0,0.0,<1,'male mar/wid',none,car,none,rent,yes,no,good
Virginia,150.24,'critical/other existing credit',other,11938.0,20.15,1<=X<4,'male single','co applicant',car,,own,yes,yes,bad
Virginia,0.0,'all paid','new car',6458.0,0.0,>=7,'male single',none,'no known property',bank,own,yes,no,good
Virginia,129.98,'existing paid','new car',6078.0,50.34,4<=X<7,'male single',none,car,none,,none,no,good
Virginia,-757.72,'existing paid',furniture/equipment,7721.0,0.0,<1,'female div/dep/mar',none,'life insurance',none,own,yes,no,good
Virginia,55.89,'existing paid',business,1410.0,549.75,>=7,'male mar/wid',,'real estate',none,own,yes,yes,good
Virginia,80.35,'delayed previously',,1449.0,265.76,>=7,,none,car,bank,own,none,no,good
Virginia,0.0,'existing paid',education,392.0,0.0,<1,'female div/dep/mar',none,'life insurance',none,,yes,yes,good
Virginia,80.71,'existing paid','new car',6260.0,68.22,4<=X<7,'male single',none,,none,rent,none,no,bad
Virginia,0.0,'critical/other existing credit','new car',7855.0,0.0,1<=X<4,'female div/dep/mar',none,'real estate',stores,own,yes,yes,good
Virginia,0.0,'existing paid',radio/tv,,0.0,>=7,'male mar/wid',none,'real estate',none,own,none,no,bad
Virginia,0.0,,radio/tv,,0.0,>=7,'male single',none,'real estate',none,own,yes,no,good
Vermont,-7890.14,'existing paid',radio/tv,7174.0,0.0,4<=X<7,'female div/dep/mar',none,car,none,own,yes,no,good
Vermont,-308.12,'critical/other existing credit',furniture/equipment,2132.0,0.0,,'female div/dep/mar','co applicant','real estate',none,rent,,no,good
Washington,-6207.62,'critical/other existing credit',furniture/equipment,4281.0,777.08,,'female div/dep/mar',none,car,none,own,,no,good
Washington,180.83,,'new car',2366.0,804.96,4<=X<7,'male div/sep',none,car,none,own,yes,yes,good
Washington,-4317.01,'existing paid',radio/tv,1835.0,6.23,1<=X<4,'female div/dep/mar',none,'real estate',none,own,yes,yes,good
Washington,0.0,'critical/other existing credit','used car',,0.0,,,none,car,none,rent,yes,no,good
Washington,0.0,,furniture/equipment,1768.0,0.0,1<=X<4,'male single',none,'real estate',none,rent,none,yes,bad
Washington,4115.41,'critical/other existing credit','new car',781.0,68.49,,'male single',,'no known property',none,'for free',yes,yes,good
Washington,69.75,'existing paid',furniture/equipment,1924.0,0.0,,'female div/dep/mar',none,'real estate',,rent,none,no,good
Washington,-8633.29,'critical/other existing credit','new car',2121.0,28.28,1<=X<4,'male single',,'life insurance',none,own,none,yes,bad
Washington,-7111.18,,radio/tv,,1.11,1<=X<4,'male mar/wid',none,'real estate',none,own,none,yes,good
Washington,150.56,'existing paid',repairs,,33.47,1<=X<4,'male single',none,car,none,own,none,no,bad
Washington,163.65,'critical/other existing credit','used car',1860.0,21.86,unemployed,'male single',,car,none,own,yes,yes,bad
Washington,-9688.11,'critical/other existing credit','new car',,0.0,1<=X<4,'female div/dep/mar','co applicant','real estate',none,own,none,yes,good
Washington,161.19,'existing paid','new car',8487.0,0.0,4<=X<7,'female div/dep/mar',none,car,none,own,none,no,bad
Washington,-4083.0,'delayed previously',education,6887.0,11.36,1<=X<4,'male single',none,'life insurance',stores,own,yes,yes,bad
Washington,0.0,'existing paid',furniture/equipment,,0.0,<1,'male single',none,'life insurance',bank,own,none,no,good
Washington,0.0,'existing paid',furniture/equipment,1984.0,0.0,1<=X<4,'male single',none,'no known property',bank,'for free',none,yes,bad
Washington,0.0,'existing paid',radio/tv,,0.0,4<=X<7,'female div/dep/mar',none,'real estate',none,own,,yes,bad
Wisconsin,0.0,'critical/other existing credit',,1240.0,0.0,>=7,'female div/dep/mar',none,,none,own,yes,yes,bad
Wisconsin,0.0,'delayed previously','used car',8613.0,0.0,1<=X<4,'male single',none,car,none,own,none,no,bad
Wisconsin,0.0,,radio/tv,766.0,0.0,1<=X<4,'male single',,'real estate',none,own,none,no,good
Wisconsin,51.64,'critical/other existing credit',radio/tv,2728.0,0.0,4<=X<7,'male single',guarantor,'real estate',bank,own,yes,yes,good
Wisconsin,0.0,'existing paid',radio/tv,1881.0,0.0,,'female div/dep/mar',none,car,none,rent,yes,no,bad
Wisconsin,8525.7,'existing paid','new car',709.0,7265.64,<1,'male mar/wid',none,'real estate',none,own,none,yes,good
West Virginia,3.49,'existing paid',radio/tv,,57.17,<1,'female div/dep/mar',none,'no known property',none,own,yes,no,bad
West Virginia,-4570.85,'existing paid',,3416.0,15.64,1<=X<4,'male single',,car,none,own,,yes,bad
West Virginia,-6400.81,'existing paid',furniture/equipment,2462.0,74.69,1<=X<4,'male single',none,,none,own,none,no,good
West Virginia,0.0,'critical/other existing credit',furniture/equipment,2288.0,0.0,<1,'female div/dep/mar',none,'life insurance',none,own,yes,no,good
West Virginia,46.06,'all paid',,3566.0,240.61,4<=X<7,'male single',none,car,none,,none,yes,bad
Wyoming,-9858.79,'critical/other existing credit','new car',860.0,6.1,>=7,'female div/dep/mar',,'no known property',none,own,yes,yes,good
Alaska,0.0,'critical/other existing credit','new car',682.0,0.0,4<=X<7,'female div/dep/mar',none,car,none,own,yes,no,good
Arkansas,0.0,'critical/other existing credit',furniture/equipment,5371.0,0.0,1<=X<4,'male single',,'life insurance',none,own,,no,good
Arizona,0.0,,radio/tv,1582.0,0.0,>=7,,none,car,none,own,,yes,bad
Arizona,0.0,'existing paid',,1346.0,0.0,>=7,'male single',,'no known property',bank,,yes,no,good
Arizona,0.0,'existing paid',radio/tv,1924.0,0.0,1<=X<4,'male single',none,'life insurance',none,own,yes,no,bad
California,0.0,'existing paid',radio/tv,5848.0,0.0,1<=X<4,'male single',none,car,none,own,,no,bad
California,139.47,'critical/other existing credit','used car',7758.0,7369.04,>=7,'female div/dep/mar',,'no known property',none,rent,none,yes,bad
California,190.98,'delayed previously',business,6967.0,438.53,4<=X<7,'male single',none,car,none,rent,,yes,bad
California,-5781.67,'existing paid',furniture/equipment,1282.0,59.7,1<=X<4,'female div/dep/mar',none,,none,rent,none,no,good
California,-2884.07,'critical/other existing credit',repairs,,100.46,>=7,'male single',guarantor,'real estate',none,own,none,yes,bad
California,-7930.96,'all paid',retraining,339.0,22.56,,'male mar/wid',none,car,bank,own,none,no,good
California,144.52,'existing paid','new car',3512.0,345.1,4<=X<7,,none,car,bank,own,yes,no,good
California,0.0,'critical/other existing credit',radio/tv,1898.0,0.0,1<=X<4,'male single',none,'real estate',none,own,none,no,good
California,0.0,,radio/tv,2872.0,0.0,>=7,,,'real estate',none,own,,no,good
California,0.0,'critical/other existing credit','new car',1055.0,0.0,<1,'female div/dep/mar',none,'life insurance',none,own,,no,good
California,0.0,'existing paid','domestic appliance',1262.0,0.0,4<=X<7,'male single',none,'life insurance',none,own,yes,no,good
California,31.09,'existing paid','new car',7308.0,52.29,unemployed,'male single',none,'no known property',bank,'for free',yes,no,bad
California,0.0,'existing paid','new car',909.0,0.0,>=7,,none,'life insurance',none,own,,no,good
California,0.0,'existing paid',furniture/equipment,2978.0,0.0,1<=X<4,'male single',none,car,none,own,yes,no,bad
California,-3326.98,'existing paid',furniture/equipment,1131.0,33.43,unemployed,'female div/dep/mar',none,car,none,own,none,no,good
California,47.93,'existing paid',furniture/equipment,1577.0,7895.35,<1,'female div/dep/mar',none,'real estate',none,own,none,yes,bad
California,0.0,'existing paid',furniture/equipment,3972.0,0.0,4<=X<7,,none,'life insurance',none,rent,yes,no,good
California,58.87,'critical/other existing credit',business,1935.0,60.0,>=7,'male div/sep',none,'real estate',none,,yes,yes,good
California,-5652.0,'no credits/all paid','new car',950.0,62.41,>=7,'male single',none,car,none,rent,none,yes,bad
California,0.0,'existing paid',furniture/equipment,763.0,0.0,1<=X<4,'female div/dep/mar',none,'real estate',,own,yes,yes,bad
California,64.0,'delayed previously',furniture/equipment,2064.0,54.99,unemployed,'female div/dep/mar',none,'life insurance',none,own,yes,yes,good
California,84.67,'existing paid',radio/tv,1414.0,58.58,1<=X<4,'male single',guarantor,'real estate',none,own,,yes,good
California,-4199.42,'delayed previously',education,3414.0,56.73,<1,'male single',none,'life insurance',none,own,none,yes,good
California,0.0,'all paid','used car',,0.0,,'female div/dep/mar',none,'real estate',bank,own,yes,yes,bad
California,-7153.11,'existing paid',furniture/equipment,2577.0,26.63,1<=X<4,,none,car,none,own,none,yes,good
California,-3587.09,'critical/other existing credit',radio/tv,338.0,840.74,>=7,'male single',none,,none,own,,yes,bad
California,0.0,'existing paid',radio/tv,1963.0,0.0,4<=X<7,'male single',,,none,,yes,yes,bad
Colorado,0.0,'critical/other existing credit',,571.0,0.0,>=7,'male single',none,'real estate',none,own,none,yes,good
Colorado,0.0,'delayed previously',,9572.0,0.0,<1,'male div/sep',none,car,none,own,none,no,good
Connecticut,55.91,'delayed previously',,4455.0,21.64,1<=X<4,'male div/sep',,'real estate',stores,own,yes,yes,good
District of Columbia,-4718.69,'all paid',,1647.0,0.0,1<=X<4,'male single',none,'life insurance',none,,none,no,bad
Delaware,0.0,'critical/other existing credit',furniture/equipment,3777.0,0.0,1<=X<4,'male single',none,'real estate',none,own,yes,yes,bad
Georgia,190.69,'critical/other existing credit','new car',884.0,90.53,>=7,'male single',none,car,bank,own,yes,yes,good
Georgia,0.0,,radio/tv,1360.0,0.0,1<=X<4,,none,'life insurance',none,own,none,yes,bad
Georgia,0.0,'all paid',,5129.0,0.0,>=7,'female div/dep/mar',none,,bank,'for free',yes,no,good
Georgia,18.61,'critical/other existing credit','new car',1175.0,95.88,unemployed,'male single',,car,none,'for free',yes,no,bad
Georgia,-8569.38,'existing paid',radio/tv,674.0,319.57,4<=X<7,'male mar/wid',none,,none,own,,yes,good
Georgia,122.36,'no credits/all paid',furniture/equipment,3244.0,86.38,1<=X<4,'female div/dep/mar',none,car,bank,own,yes,yes,bad
Georgia,0.0,'existing paid',business,4591.0,0.0,1<=X<4,'male single',none,,none,own,yes,yes,bad
Georgia,5.06,'no credits/all paid',business,3844.0,0.0,4<=X<7,'male single',none,'no known property',none,,none,yes,good
Georgia,2.66,'existing paid',business,3915.0,90.63,1<=X<4,'male single',none,,none,own,yes,yes,good
Georgia,0.0,'existing paid',radio/tv,2108.0,0.0,4<=X<7,'male mar/wid',none,'real estate',none,,none,yes,bad
Hawaii,0.0,'existing paid',radio/tv,3031.0,0.0,1<=X<4,'male single',guarantor,'life insurance',none,rent,none,yes,bad
Illinois,0.0,'critical/other existing credit',education,1501.0,0.0,>=7,'female div/dep/mar',none,car,none,own,yes,yes,good
Indiana,0.0,'critical/other existing credit',radio/tv,1382.0,0.0,1<=X<4,'female div/dep/mar',none,car,none,own,yes,yes,bad
Indiana,41.55,'existing paid',furniture/equipment,951.0,145.16,<1,'female div/dep/mar',none,car,bank,rent,,yes,good
Kentucky,73.46,'existing paid','used car',2760.0,0.0,>=7,'male single',none,'no known property',bank,'for free',yes,no,bad
Kentucky,5.45,'delayed previously',,4297.0,38.61,>=7,'male div/sep',none,,none,own,yes,no,good
Kentucky,0.0,'critical/other existing credit',,936.0,0.0,>=7,'male single',none,car,none,own,yes,yes,bad
Louisiana,-1525.5,'existing paid',,1168.0,72.61,1<=X<4,'male mar/wid',none,,none,own,none,yes,bad
Louisiana,0.0,'delayed previously',business,5117.0,0.0,4<=X<7,'male single',none,car,none,own,none,yes,bad
Louisiana,-4203.08,'existing paid',retraining,902.0,72.58,4<=X<7,'male mar/wid',,'life insurance',none,rent,none,no,bad
Louisiana,0.0,'critical/other existing credit','new car',1495.0,0.0,>=7,'male single',none,,none,own,none,no,bad
Massachusetts,-497.79,'critical/other existing credit',,10623.0,10.76,>=7,'male single',none,'no known property',none,'for free',yes,no,good
Massachusetts,0.0,'critical/other existing credit',furniture/equipment,1935.0,0.0,>=7,'male single',none,'real estate',none,,yes,no,bad
Maryland,93.51,'critical/other existing credit','domestic appliance',1424.0,69.55,4<=X<7,'male single',none,'life insurance',none,own,none,no,bad
Maryland,-1515.21,'existing paid',business,6568.0,9.01,1<=X<4,,none,car,stores,own,none,yes,good
Maryland,0.0,'existing paid','used car',1413.0,0.0,4<=X<7,'male single',,'life insurance',none,own,,no,good
Michigan,0.0,'critical/other existing credit',radio/tv,3074.0,0.0,,,none,'real estate',none,,none,no,bad
Michigan,0.0,'existing paid',radio/tv,3835.0,0.0,>=7,'female div/dep/mar',none,'real estate',none,own,yes,yes,bad
Michigan,-2297.6,'no credits/all paid',business,5293.0,25.73,unemployed,'male single',none,,stores,,yes,no,good
Michigan,7044.86,'delayed previously',business,1908.0,57.07,>=7,'male single',none,'real estate',none,own,yes,no,bad
Missouri,0.0,,radio/tv,3342.0,0.0,>=7,,none,car,none,own,yes,yes,good
Missouri,119.36,'critical/other existing credit',,932.0,0.0,,'female div/dep/mar',none,'life insurance',none,own,none,no,good
Missouri,0.0,'no credits/all paid',business,3104.0,0.0,4<=X<7,'male single',none,'life insurance',bank,own,yes,no,good
Missouri,8427.47,'existing paid',radio/tv,3913.0,94.68,1<=X<4,'male single',,'real estate',none,own,yes,no,bad
Missouri,-5135.08,'existing paid',furniture/equipment,3021.0,0.0,1<=X<4,'male div/sep',none,'real estate',none,rent,none,no,good
Missouri,0.0,'existing paid','new car',1364.0,0.0,1<=X<4,'female div/dep/mar',none,,,own,yes,yes,bad
Missouri,41.29,'existing paid',,625.0,27.59,<1,'male mar/wid',guarantor,'real estate',bank,own,none,yes,bad
Mississippi,-2287.81,,education,1200.0,0.0,1<=X<4,'female div/dep/mar',none,,bank,rent,yes,yes,good
Mississippi,0.0,'existing paid',,707.0,0.0,1<=X<4,'male single',none,'real estate',bank,own,none,yes,good
North Carolina,0.0,'delayed previously',,2978.0,0.0,1<=X<4,'male single',none,'real estate',none,own,yes,yes,good
North Carolina,0.0,'existing paid','used car',4657.0,0.0,1<=X<4,'male single',none,car,,own,,yes,good
North Carolina,0.0,'no credits/all paid',repairs,2613.0,0.0,1<=X<4,'male single',,car,none,own,none,no,bad
North Carolina,149.22,'existing paid',radio/tv,10961.0,2648.91,4<=X<7,'male single','co applicant','no known property',bank,own,yes,no,bad
North Carolina,-4808.4,'existing paid',furniture/equipment,7865.0,0.0,>=7,'male single',none,'no known property',none,,yes,no,good
New Hampshire,0.0,'existing paid',radio/tv,1478.0,0.0,4<=X<7,'male single',none,car,none,own,none,no,bad
New Jersey,0.0,'existing paid',furniture/equipment,3149.0,0.0,<1,'male single',none,'no known property',bank,'for free',none,no,bad
New Jersey,7308.81,'existing paid',,4210.0,7.28,1<=X<4,'male single',none,car,,own,none,no,good
New Jersey,0.0,'existing paid','new car',2507.0,0.0,,'male single',,'no known property',none,'for free',,no,good
New Jersey,0.0,,radio/tv,2141.0,0.0,4<=X<7,'male single',none,'no known property',none,own,none,no,bad
New Jersey,154.16,,radio/tv,866.0,86.28,1<=X<4,'male mar/wid',guarantor,'real estate',none,own,none,no,good
New Jersey,0.0,'critical/other existing credit',radio/tv,1544.0,0.0,4<=X<7,'male single',none,'real estate',none,own,none,yes,bad
New Jersey,-9256.59,'existing paid',radio/tv,1823.0,53.53,unemployed,'male single',none,car,stores,,none,yes,good
New Jersey,69.73,'existing paid','new car',14555.0,0.0,unemployed,'male single',none,'life insurance',none,own,yes,no,bad
New Mexico,57.58,'existing paid',business,2767.0,0.0,>=7,,none,car,bank,rent,none,no,bad
New Mexico,0.0,'critical/other existing credit',,1291.0,0.0,1<=X<4,'female div/dep/mar',none,'life insurance',none,own,none,yes,good
New Mexico,-4641.13,'existing paid',,2522.0,71.17,>=7,'male single',,'life insurance',none,own,none,no,good
Nevada,-4772.2,'existing paid','new car',915.0,0.0,>=7,,none,car,bank,own,none,no,good
New York,0.0,'existing paid',radio/tv,1595.0,0.0,4<=X<7,,none,,none,own,none,no,bad
