state,checking_amt,credit_history,purpose,credit_amount,savings,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,own_telephone,foreign_worker,class
Texas,0.5150179097304879,'delayed previously',furniture/equipment,0.11461428414218115,0.0,<1,'male single',none,,bank,own,none,yes,good
Texas,0.5157575655974677,,'used car',0.3144602178936943,0.00459234594669007,>=7,'male single',none,car,none,own,yes,no,bad
Texas,0.5065834960220637,'existing paid',radio/tv,0.05568394409596127,0.0,1<=X<4,'male single',none,car,none,own,none,no,good
Texas,0.5065834960220637,'existing paid','used car',0.17211400902388027,0.0,1<=X<4,'male single',none,,none,own,yes,no,good
Texas,0.5130534528365244,'delayed previously','new car',0.10867172884340266,0.004474041952747234,>=7,'male single',none,'no known property',bank,'for free',,yes,good
Texas,0.5065834960220637,'all paid','new car',0.02932761087267525,0.0,,'male single',guarantor,'real estate',,own,none,yes,good
Texas,0.5123828857043723,'existing paid',radio/tv,0.3421371189611533,0.0,unemployed,,none,'no known property',none,own,yes,no,good
Texas,0.5065834960220637,'critical/other existing credit',radio/tv,0.5126004181798173,0.0,1<=X<4,'female div/dep/mar',,car,,own,none,no,bad
Texas,0.670946104182764,,'new car',0.09414548255749973,0.0070294082219124815,,'female div/dep/mar',none,car,none,own,none,yes,good
Texas,0.0,'critical/other existing credit',furniture/equipment,0.3289864641795972,0.0038502572574122826,<1,'female div/dep/mar','co applicant','no known property',none,rent,,yes,good
Texas,0.5104158887833931,'existing paid',business,0.0627819962583911,0.0070046719322698885,1<=X<4,'male mar/wid',,'real estate',bank,own,yes,yes,good
Texas,0.5146404617159508,'critical/other existing credit',radio/tv,0.07081545064377683,0.0,>=7,'male single',guarantor,'real estate',none,own,yes,yes,bad
Texas,0.5149041165201833,'no credits/all paid',business,0.09370529327610873,0.008424319859583914,>=7,'male single',none,'no known property',none,'for free',yes,no,good
Texas,0.5136869355742467,'no credits/all paid',business,0.7797402883239793,0.0027521810954519643,1<=X<4,'male single',none,car,none,own,yes,no,good
Texas,0.5065834960220637,'existing paid',radio/tv,0.16127434796962695,0.0,<1,'female div/dep/mar',none,'life insurance',none,own,yes,no,good
Texas,0.5065834960220637,'existing paid',repairs,0.2718168812589413,0.0,>=7,'male single',none,'life insurance',none,own,yes,yes,bad
Texas,0.5065834960220637,'existing paid',radio/tv,0.10570045119401343,0.0,,'female div/dep/mar',,car,bank,own,none,no,bad
Texas,0.5096046041545698,'existing paid','new car',0.0416529107516232,0.0,1<=X<4,'male mar/wid',,'real estate',none,own,none,yes,bad
Texas,0.5065834960220637,'existing paid',,0.08633212281280951,0.0,1<=X<4,'male single',none,'no known property',stores,'for free',yes,yes,good
Texas,0.5065834960220637,'existing paid',radio/tv,0.1179707274127875,0.0,1<=X<4,'female div/dep/mar',none,car,none,own,none,yes,bad
Texas,0.5065834960220637,'existing paid','used car',0.4337515131506548,0.0,,'female div/dep/mar',none,'life insurance',,own,,no,bad
Texas,0.5065834960220637,'critical/other existing credit',radio/tv,0.02641135688345989,0.0,>=7,'male single',none,'life insurance',none,rent,yes,no,good
Texas,0.5065834960220637,'critical/other existing credit',other,0.050291625398921534,0.0,>=7,'male single',none,'no known property',bank,'for free',yes,yes,good
Texas,0.5065834960220637,,business,0.3138549576317817,0.0,4<=X<7,'female div/dep/mar',none,'real estate',bank,own,none,yes,bad
Texas,0.4953647046989991,'existing paid',education,0.09502586112028172,0.0,>=7,'male single',none,'no known property',none,,yes,yes,bad
Texas,0.19509541103479172,'critical/other existing credit','used car',0.0702101903818642,0.005758178032454012,>=7,'male single',none,'no known property',none,'for free',none,no,good
Texas,0.5065834960220637,'existing paid',,,0.0,<1,'male single',none,car,none,,none,yes,bad
Texas,0.5147222505858572,'delayed previously',radio/tv,0.24876196764608785,0.0,4<=X<7,'male single',none,'life insurance',none,own,none,yes,bad
Texas,0.5065834960220637,'no credits/all paid',,0.5054473423572136,0.0,1<=X<4,'male single',none,'life insurance',none,own,none,yes,good
Texas,0.5147725431207686,'existing paid',furniture/equipment,0.1970947507428194,0.0009346015521484004,<1,'male mar/wid',,'life insurance',none,own,,yes,good
Texas,0.5065834960220637,'existing paid',radio/tv,,0.0,<1,'female div/dep/mar',none,car,,own,yes,no,good
Texas,0.5065834960220637,'existing paid',radio/tv,0.0529877847474414,0.0,,'male single',none,'life insurance',stores,,yes,yes,good
Texas,0.5065834960220637,'existing paid',business,,0.0,1<=X<4,'female div/dep/mar',none,'life insurance',none,rent,none,no,bad
Texas,0.20795302778840355,'existing paid',other,0.08281060856168153,0.01055701822311703,>=7,'female div/dep/mar',guarantor,'real estate',none,own,,yes,good
Texas,0.4156703410697476,'existing paid',radio/tv,0.1136238582590514,0.0035243835286424725,>=7,'male single',,'real estate',none,own,none,no,good
Texas,0.5065834960220637,'critical/other existing credit',business,0.06393749312204247,0.0,1<=X<4,'female div/dep/mar',guarantor,'real estate',none,own,,yes,good
Texas,0.5109391343486329,'critical/other existing credit',,0.057499724881699125,0.0,,'female div/dep/mar',none,,none,own,none,yes,good
Texas,0.5136056547097434,'existing paid',education,0.6802024870694399,0.04713231118682567,,'male single',none,'no known property',none,'for free',yes,no,good
Texas,0.5065834960220637,'existing paid','new car',0.10999229668757564,0.0,4<=X<7,'male single',none,,none,own,yes,no,good
Texas,0.036974157257136576,'no credits/all paid',repairs,0.04721030042918455,0.0006173317502107963,4<=X<7,'male single',none,'real estate',none,own,none,no,good
Texas,0.5065834960220637,'critical/other existing credit',radio/tv,0.020248706943985915,0.0,>=7,'male single',none,,none,own,none,no,bad
Texas,0.4721707020075866,,'used car',0.06377242214152086,0.00017853148176827903,>=7,'male single',none,'real estate',none,own,none,no,good
Utah,0.5065834960220637,'critical/other existing credit',radio/tv,0.030097942115109494,0.0,>=7,'female div/dep/mar',none,'life insurance',bank,own,none,yes,good
Utah,0.5065834960220637,'critical/other existing credit',furniture/equipment,0.18526466380543632,0.0,>=7,'male single',,'no known property',none,rent,none,yes,bad
Virginia,0.5088969526279882,'existing paid','new car',0.05876526906569825,0.6439512243387883,>=7,'male single',none,'real estate',none,own,yes,no,bad
Virginia,0.5148807482716385,'no credits/all paid',business,,0.009636398052070965,<1,'male single',none,'no known property',none,,yes,yes,good
Virginia,0.5065834960220637,'critical/other existing credit',education,0.09695168922636734,0.0,4<=X<7,'female div/dep/mar',none,car,none,own,none,no,good
Virginia,0.5068049863778351,'existing paid',business,0.13051612193243095,0.017978980606748917,1<=X<4,'male single',none,car,none,own,none,yes,good
Virginia,0.5066256604705247,'critical/other existing credit',radio/tv,,0.003952428888544732,>=7,'male single',none,'real estate',none,own,none,no,good
Virginia,0.5097539577430945,'delayed previously','used car',0.3745460548035655,0.0,4<=X<7,'male single',none,'life insurance',bank,rent,yes,yes,good
Virginia,0.5065834960220637,'existing paid','new car',0.06707384175195334,0.0,>=7,'male mar/wid',none,'real estate',none,rent,none,yes,bad
Virginia,0.5164509929727612,'existing paid',radio/tv,0.1140640475404424,0.0,4<=X<7,'male single',none,car,none,rent,none,yes,bad
Virginia,0.5065834960220637,,radio/tv,0.037526136238582586,0.0,1<=X<4,'female div/dep/mar',none,,none,,none,yes,good
Virginia,0.5102721232543029,'critical/other existing credit',furniture/equipment,0.091834488830197,0.0,4<=X<7,'male single',,car,none,,yes,yes,good
Virginia,0.5065834960220637,'existing paid','used car',0.12077693408165513,0.0,<1,'male mar/wid',none,car,none,rent,yes,no,good
Virginia,0.5142157691989212,'critical/other existing credit',other,0.6431165401122483,0.002167114070861941,1<=X<4,'male single','co applicant',car,,own,yes,yes,bad
Virginia,0.5065834960220637,'all paid','new car',0.3415868823594145,0.0,>=7,'male single',none,'no known property',bank,own,yes,no,good
Virginia,0.5131865502521484,'existing paid','new car',0.3206778914933421,0.0054140209591657645,4<=X<7,'male single',none,car,none,,none,no,good
Virginia,0.4680909106149253,'existing paid',furniture/equipment,0.4110817651590184,0.0,<1,'female div/dep/mar',none,'life insurance',none,own,yes,no,good
Virginia,0.5094227382202436,'existing paid',business,0.06382744580169472,0.05912510970006711,>=7,'male mar/wid',,'real estate',none,own,yes,yes,good
Virginia,0.5106653194363375,'delayed previously',,0.06597336854847584,0.028582244936589063,>=7,,none,car,bank,own,none,no,good
Virginia,0.5065834960220637,'existing paid',education,0.007813359744690216,0.0,<1,'female div/dep/mar',none,'life insurance',none,,yes,yes,good
Virginia,0.5106836076308506,'existing paid','new car',0.33069219764498736,0.0073369986061638534,4<=X<7,'male single',none,,none,rent,none,no,bad
Virginia,0.5065834960220637,'critical/other existing credit','new car',0.4184549356223176,0.0,1<=X<4,'female div/dep/mar',none,'real estate',stores,own,yes,yes,good
Virginia,0.5065834960220637,'existing paid',radio/tv,,0.0,>=7,'male mar/wid',none,'real estate',none,own,none,no,bad
Virginia,0.5065834960220637,,radio/tv,,0.0,>=7,'male single',none,'real estate',none,own,yes,no,good
Vermont,0.10576012086464552,'existing paid',radio/tv,0.3809838230439089,0.0,4<=X<7,'female div/dep/mar',none,car,none,own,yes,no,good
Vermont,0.4909308335403455,'critical/other existing credit',furniture/equipment,0.10355452844723233,0.0,,'female div/dep/mar','co applicant','real estate',none,rent,,no,good
Washington,0.1912330459546768,'critical/other existing credit',furniture/equipment,0.2218003741608892,0.08357424328463511,,'female div/dep/mar',none,car,none,own,,no,good
Washington,0.5157697577271432,,'new car',0.116430064927919,0.08657271178565898,4<=X<7,'male div/sep',none,car,none,own,yes,yes,good
Washington,0.28727705547876203,'existing paid',radio/tv,0.0872125013755915,0.0006700308020580594,1<=X<4,'female div/dep/mar',none,'real estate',none,own,yes,yes,good
Washington,0.5065834960220637,'critical/other existing credit','used car',,0.0,,,none,car,none,rent,yes,no,good
Washington,0.5065834960220637,,furniture/equipment,0.08352591614394189,0.0,1<=X<4,'male single',none,'real estate',none,rent,none,yes,bad
Washington,0.7156485476379526,'critical/other existing credit','new car',0.0292175635523275,0.007366036859222548,,'male single',,'no known property',none,'for free',yes,yes,good
Washington,0.5101268337090032,'existing paid',furniture/equipment,0.09210960713106636,0.0,,'female div/dep/mar',none,'real estate',,rent,none,no,good
Washington,0.06800769932989004,'critical/other existing credit','new car',0.10294926818531967,0.0030414881351848986,1<=X<4,'male single',,'life insurance',none,own,none,yes,bad
Washington,0.14533170974806486,,radio/tv,,0.0001193794847968613,1<=X<4,'male mar/wid',none,'real estate',none,own,none,yes,good
Washington,0.5142320253718218,'existing paid',repairs,,0.0035996678884242773,1<=X<4,'male single',none,car,none,own,none,no,bad
Washington,0.5148970044445392,'critical/other existing credit','used car',0.08858809287993838,0.002351023006900349,unemployed,'male single',,car,none,own,yes,yes,bad
Washington,0.014422273395299813,'critical/other existing credit','new car',,0.0,1<=X<4,'female div/dep/mar','co applicant','real estate',none,own,none,yes,good
Washington,0.5147720351153655,'existing paid','new car',0.4532298888522064,0.0,4<=X<7,'female div/dep/mar',none,car,none,own,none,no,bad
Washington,0.29916488991776913,'delayed previously',education,0.3651920325740069,0.001221757610173283,1<=X<4,'male single',none,'life insurance',stores,own,yes,yes,bad
Washington,0.5065834960220637,'existing paid',furniture/equipment,,0.0,<1,'male single',none,'life insurance',bank,own,none,no,good
Washington,0.5065834960220637,'existing paid',furniture/equipment,0.09541102674149883,0.0,1<=X<4,'male single',none,'no known property',bank,'for free',none,yes,bad
Washington,0.5065834960220637,'existing paid',radio/tv,,0.0,4<=X<7,'female div/dep/mar',none,'real estate',none,own,,yes,bad
Wisconsin,0.5065834960220637,'critical/other existing credit',,0.05447342357213602,0.0,>=7,'female div/dep/mar',none,,none,own,yes,yes,bad
Wisconsin,0.5065834960220637,'delayed previously','used car',0.4601628700341146,0.0,1<=X<4,'male single',none,car,none,own,none,no,bad
Wisconsin,0.5065834960220637,,radio/tv,0.028392208649719374,0.0,1<=X<4,'male single',,'real estate',none,own,none,no,good
Wisconsin,0.5092068359239068,'critical/other existing credit',radio/tv,0.13634862991086166,0.0,4<=X<7,'male single',guarantor,'real estate',bank,own,yes,yes,good
Wisconsin,0.5065834960220637,'existing paid',radio/tv,0.08974358974358974,0.0,,'female div/dep/mar',none,car,none,rent,yes,no,bad
Wisconsin,0.9396936625817952,'existing paid','new car',0.025255860019808517,0.781412936864385,<1,'male mar/wid',none,'real estate',none,own,none,yes,good
West Virginia,0.5067607899077614,'existing paid',radio/tv,,0.006148581212465368,<1,'female div/dep/mar',none,'no known property',none,own,yes,no,bad
West Virginia,0.2743818463253175,'existing paid',,0.1742049081104875,0.001682067695696316,1<=X<4,'male single',,car,none,own,,yes,bad
West Virginia,0.18141888957130944,'existing paid',furniture/equipment,0.12171233630461098,0.008032841188718531,1<=X<4,'male single',none,,none,own,none,no,good
West Virginia,0.5065834960220637,'critical/other existing credit',furniture/equipment,0.11213821943435676,0.0,<1,'female div/dep/mar',none,'life insurance',none,own,yes,no,good
West Virginia,0.5089233689089516,'all paid',,0.18245845713656872,0.02587738543871423,4<=X<7,'male single',none,car,none,,none,yes,bad
Wyoming,0.005751637174412953,'critical/other existing credit','new car',0.033564432706063616,0.0006560494209557242,>=7,'female div/dep/mar',,'no known property',none,own,yes,yes,good
Alaska,0.5065834960220637,'critical/other existing credit','new car',0.0237702211951139,0.0,4<=X<7,'female div/dep/mar',none,car,none,own,yes,no,good
Arkansas,0.5065834960220637,'critical/other existing credit',furniture/equipment,0.2817761637504127,0.0,1<=X<4,'male single',,'life insurance',none,own,,no,good
Arizona,0.5065834960220637,,radio/tv,0.0732915153516012,0.0,>=7,,none,car,none,own,,yes,bad
Arizona,0.5065834960220637,'existing paid',,0.06030593155056675,0.0,>=7,'male single',,'no known property',bank,,yes,no,good
Arizona,0.5065834960220637,'existing paid',radio/tv,0.09210960713106636,0.0,1<=X<4,'male single',none,'life insurance',none,own,yes,no,bad
California,0.5065834960220637,'existing paid',radio/tv,0.30802244965335096,0.0,1<=X<4,'male single',none,car,none,own,,no,bad
California,0.5136686473797335,'critical/other existing credit','used car',0.41311764058545175,0.7925335122950115,>=7,'female div/dep/mar',,'no known property',none,rent,none,yes,bad
California,0.5162853832113358,'delayed previously',business,0.3695939253879168,0.04716350042159241,4<=X<7,'male single',none,car,none,rent,,yes,bad
California,0.212871536101658,'existing paid',furniture/equipment,0.05678441729943876,0.006420680398533891,1<=X<4,'female div/dep/mar',none,,none,rent,none,no,good
California,0.36007118171708874,'critical/other existing credit',repairs,,0.010804381119542959,>=7,'male single',guarantor,'real estate',none,own,none,yes,bad
California,0.10368644280900573,'all paid',retraining,0.004897105755474854,0.0024263073666821533,,'male mar/wid',none,car,bank,own,none,no,good
California,0.5139251901083219,'existing paid','new car',0.1794871794871795,0.03711518937242958,4<=X<7,,none,car,bank,own,yes,no,good
California,0.5065834960220637,'critical/other existing credit',radio/tv,0.0906789919665456,0.0,1<=X<4,'male single',none,'real estate',none,own,none,no,good
California,0.5065834960220637,,radio/tv,0.14427203697589966,0.0,>=7,,,'real estate',none,own,,no,good
California,0.5065834960220637,'critical/other existing credit','new car',0.04429404643996919,0.0,<1,'female div/dep/mar',none,'life insurance',none,own,,no,good
California,0.5065834960220637,'existing paid','domestic appliance',0.05568394409596127,0.0,4<=X<7,'male single',none,'life insurance',none,own,yes,no,good
California,0.5081628848204429,'existing paid','new car',0.3883569935072081,0.005623741675700789,unemployed,'male single',none,'no known property',bank,'for free',yes,no,bad
California,0.5065834960220637,'existing paid','new car',0.03626059205458347,0.0,>=7,,none,'life insurance',none,own,,no,good
California,0.5065834960220637,'existing paid',furniture/equipment,0.15010454495433034,0.0,1<=X<4,'male single',none,car,none,own,yes,no,bad
California,0.33757111440637283,'existing paid',furniture/equipment,0.04847584461318367,0.0035953659250081743,unemployed,'female div/dep/mar',none,car,none,own,none,no,good
California,0.5090183659193399,'existing paid',furniture/equipment,0.07301639705073182,0.8491376714332421,<1,'female div/dep/mar',none,'real estate',none,own,none,yes,bad
California,0.5065834960220637,'existing paid',furniture/equipment,0.20479806316716187,0.0,4<=X<7,,none,'life insurance',none,rent,yes,no,good
California,0.509574123830381,'critical/other existing credit',business,0.09271486739297898,0.006452945124154664,>=7,'male div/sep',none,'real estate',none,,yes,yes,good
California,0.21945884216424524,'no credits/all paid','new car',0.03851656212171234,0.0067121384199748755,>=7,'male single',none,car,none,rent,none,yes,bad
California,0.5065834960220637,'existing paid',furniture/equipment,0.028227137669197763,0.0,1<=X<4,'female div/dep/mar',none,'real estate',,own,yes,yes,bad
California,0.5098347306021946,'delayed previously',furniture/equipment,0.09981291955540884,0.00591412420628775,unemployed,'female div/dep/mar',none,'life insurance',none,own,yes,yes,good
California,0.5108847777704963,'existing paid',radio/tv,0.06404754044239022,0.006300225422883003,1<=X<4,'male single',guarantor,'real estate',none,own,,yes,good
California,0.2932506910143496,'delayed previously',education,0.17409486079013975,0.0061012596148882344,<1,'male single',none,'life insurance',none,own,none,yes,good
California,0.5065834960220637,'all paid','used car',,0.0,,'female div/dep/mar',none,'real estate',bank,own,yes,yes,bad
California,0.14320164309267594,'existing paid',furniture/equipment,0.12804005722460654,0.0028640321442706448,1<=X<4,,none,car,none,own,none,yes,good
California,0.3243573858651561,'critical/other existing credit',radio/tv,0.004842082095300979,0.0904208180613632,>=7,'male single',none,,none,own,,yes,bad
California,0.5065834960220637,'existing paid',radio/tv,0.09425552987784748,0.0,4<=X<7,'male single',,,none,,yes,yes,bad
Colorado,0.5065834960220637,'critical/other existing credit',,0.0176625949158138,0.0,>=7,'male single',none,'real estate',none,own,none,yes,good
Colorado,0.5065834960220637,'delayed previously',,0.5129305601408606,0.0,<1,'male div/sep',none,car,none,own,none,no,good
Connecticut,0.5094237542310499,'delayed previously',,0.23137449103114335,0.0023273622081117825,1<=X<4,'male div/sep',,'real estate',stores,own,yes,yes,good
District of Columbia,0.2668714944452149,'all paid',,0.07686805326290305,0.0,1<=X<4,'male single',none,'life insurance',none,,none,no,bad
Delaware,0.5065834960220637,'critical/other existing credit',furniture/equipment,0.1940684494332563,0.0,1<=X<4,'male single',none,'real estate',none,own,yes,yes,bad
Georgia,0.5162706510546446,'critical/other existing credit','new car',0.0348850005502366,0.009736418701495362,>=7,'male single',none,car,bank,own,yes,yes,good
Georgia,0.5065834960220637,,radio/tv,0.06107626279300099,0.0,1<=X<4,,none,'life insurance',none,own,none,yes,bad
Georgia,0.5065834960220637,'all paid',,0.26846043798833497,0.0,>=7,'female div/dep/mar',none,,bank,'for free',yes,no,good
Georgia,0.5075288940773174,'critical/other existing credit','new car',0.05089688566083416,0.010311806308399151,unemployed,'male single',,car,none,'for free',yes,no,bad
Georgia,0.0712543618613928,'existing paid',radio/tv,0.0233300319137229,0.034369461222101765,4<=X<7,'male mar/wid',none,,none,own,,yes,good
Georgia,0.5127994501349517,'no credits/all paid',furniture/equipment,0.16474083856058105,0.009290089997074664,1<=X<4,'female div/dep/mar',none,car,bank,own,yes,yes,bad
Georgia,0.5065834960220637,'existing paid',business,0.23885770881479035,0.0,1<=X<4,'male single',none,,none,own,yes,yes,bad
Georgia,0.5068405467560553,'no credits/all paid',business,0.1977550346649059,0.0,4<=X<7,'male single',none,'no known property',none,,none,yes,good
Georgia,0.5067186254593004,'existing paid',business,0.20166171453725099,0.00974717361003562,1<=X<4,'male single',none,,none,own,yes,yes,good
Georgia,0.5065834960220637,'existing paid',radio/tv,0.10223396060305932,0.0,4<=X<7,'male mar/wid',none,'real estate',none,,none,yes,bad
Hawaii,0.5065834960220637,'existing paid',radio/tv,0.15302079894354573,0.0,1<=X<4,'male single',guarantor,'life insurance',none,rent,none,yes,bad
Illinois,0.5065834960220637,'critical/other existing credit',education,0.06883459887751732,0.0,>=7,'female div/dep/mar',none,car,none,own,yes,yes,good
Indiana,0.5065834960220637,'critical/other existing credit',radio/tv,0.06228678331682624,0.0,1<=X<4,'female div/dep/mar',none,car,none,own,yes,yes,bad
Indiana,0.508694258472133,'existing paid',furniture/equipment,0.03857158578188621,0.015611825237038184,<1,'female div/dep/mar',none,car,bank,rent,,yes,good
Kentucky,0.5103153037135703,'existing paid','used car',0.13810938703642567,0.0,>=7,'male single',none,'no known property',bank,'for free',yes,no,bad
Kentucky,0.506860358966778,'delayed previously',,0.2226807527236712,0.004152470187393526,>=7,'male div/sep',none,,none,own,yes,no,good
Kentucky,0.5065834960220637,'critical/other existing credit',,0.037746230879278087,0.0,>=7,'male single',none,car,none,own,yes,yes,bad
Louisiana,0.42908727177222256,'existing paid',,0.050511720039617035,0.007809139091081169,1<=X<4,'male mar/wid',none,,none,own,none,yes,bad
Louisiana,0.5065834960220637,'delayed previously',business,0.2678001540662485,0.0,4<=X<7,'male single',none,car,none,own,none,yes,bad
Louisiana,0.29306476103679835,'existing paid',retraining,0.035875426433366345,0.007805912618519092,4<=X<7,'male mar/wid',,'life insurance',none,rent,none,no,bad
